priority,address,bundle_id,runtime_status,recommended_action,sheet_jp,sheet_ko,current_static_text,expected_if_18_is_control,only_leading_ko_diff_vs_sheet,current_payload_hex,direct_18_E518,source_payload_hex,nul_run,next_control,control_adjacent_08_17,predecessor_address,predecessor_text,next_dialogue_address,next_dialogue_text,status,confidence
P2_direct_ext3_exact_text,601DA5,scenario_601D98,unverified,second_batch_representative_runtime_test,また会えたとは……,다시 만나게 될 줄이야……,こ다시　만나게　될　줄이야……,다시　만나게　될　줄이야……,True,18E5183C50010101,True,18F194C1F8CEF191,1,,,601D98,오랜만이군、　샤아。,601DAE,이런　인연이　신기하진　않군。,quarantine,unresolved
P4_direct_ext3_text_drift,601E0B,scenario_601DF7,unverified,review_translation_and_runtime_by_bundle,これに対抗するため、,"이에 대항하기 위해,",こ이에　맞서기　위해、,이에　맞서기　위해、,,18E5180B36010101,True,18F62EF1A2FB9B07,1,,,601DFE,콜로니　레이저를　완성했다。,601E14,우린　네오　지온과　손잡는다。,quarantine,unresolved
P2_direct_ext3_exact_text,601E5A,scenario_601E43,unverified,second_batch_representative_runtime_test,まさか、ネオ・ジオンと手を組むとは,"설마 네오 지온과 손을 잡을 줄이야,",こ설마　네오　지온과　손을　잡을　줄이야、,설마　네오　지온과　손을　잡을　줄이야、,True,18E518B243010101010101010101010101,True,18F84507F1002AF7AB137215E0B68CF17E,1,,,601E51,웡・리！！,601E6C,에우고　상층부는　무슨　생각을……,quarantine,unresolved
P2_direct_ext3_exact_text,601E92,scenario_601E80,unverified,second_batch_representative_runtime_test,先ほどは人質になっていた者を,조금 전에는 인질이 되었던 자를,こ조금　전에는　인질이　되었던　자를,조금　전에는　인질이　되었던　자를,True,18E518B246010101010101010101,True,18E01AF16A08F078FB76F26A9F15,1,,,601E80,그렇게　우리를　못　믿겠나？,601EA1,구해　주기도　했지……。,quarantine,unresolved
P4_direct_ext3_text_drift,601EEB,scenario_601EC9,unverified,review_translation_and_runtime_by_bundle,ハマ－ン・カ－ンとてグレミ－・トトという,하만 칸으로서도 그레미 토토라는,こ하만　칸으로서도　그레미　토토라는　적을,하만　칸으로서도　그레미　토토라는　적을,,18E518392501010101010101010101,True,18FA292AF58D130BF9C72AF19CF664,1,,,601ED9,우리만　싸우기엔　위험이　너무　크다。,601EFB,젖혀두고　아군이　되어　주겠다는거다。,quarantine,unresolved
P4_direct_ext3_text_drift,601F0F,scenario_601EC9,unverified,review_translation_and_runtime_by_bundle,それ相応の礼をもってネオ・ジオンを,그에 상응하는 예의를 갖추고 네오 지온을,こ그에　상응하는　예의를　갖추고　네오,그에　상응하는　예의를　갖추고　네오,,18E518B24C01010101010101010101010101,True,18F422E03DE07F05E1F1F9ADF1002AF7AB15,1,,,601EFB,젖혀두고　아군이　되어　주겠다는거다。,601F22,맞이해야　하지　않겠나！？,quarantine,unresolved
P2_direct_ext3_exact_text,601F53,scenario_601F45,unverified,second_batch_representative_runtime_test,とにかく、これは決定事項なのだ。,"어쨌든, 이것은 결정 사항이다.",こ어쨌든、　이것은　결정　사항이다。,어쨌든、　이것은　결정　사항이다。,True,18E518B250010101010101,True,18FB0107F630FA55F7430A,2,,,601F45,이제　됐소、　크와트로　대위！！,601F60,こ네오　지온과의　공동　작전을　전제로,quarantine,unresolved
P2_direct_ext3_exact_text,601F60,scenario_601F45,unverified,second_batch_representative_runtime_test,ネオ・ジオンとの共同作戦を前提に,네오 지온과의 공동 작전을 전제로,こ네오　지온과의　공동　작전을　전제로,네오　지온과의　공동　작전을　전제로,True,18E518B251010101010101010101,True,18F1002AF7ABF17FF8F615F2BA0C,1,,,601F53,こ어쨌든、　이것은　결정　사항이다。,601F6F,콜로니　레이저를　공략한다。,quarantine,unresolved
P2_direct_ext3_exact_text,601F7C,scenario_601F45,unverified,second_batch_representative_runtime_test,ブライト中佐もそのつもりで,브라이트 중령도 그럴 생각으로,こ브라이트　중령도　그럴　생각으로,브라이트　중령도　그럴　생각으로,True,18E518B253010101,True,18F97EF4CA20FD43,1,,,601F6F,콜로니　레이저를　공략한다。,601F85,준비를　진행하게！,quarantine,unresolved
P2_direct_ext3_exact_text,601FA6,scenario_601F9C,unverified,second_batch_representative_runtime_test,ネオ・ジオンと手を組むと聞いたが、,"네오 지온과 손을 잡는다고 들었는데,",こ네오　지온과　손을　잡는다고　들었는데、,네오　지온과　손을　잡는다고　들었는데、,True,18E518B2550101010101010101010101010101,True,18F1002AF7AB137215E0B68C13E013F26A1707,1,,,601F9C,……브라이트！,601FBA,그게　사실인가？,quarantine,unresolved
P2_direct_ext3_exact_text,601FE7,scenario_601FDA,unverified,second_batch_representative_runtime_test,なんでハマ－ンなんかと,왜 하만 같은 녀석하고,こ왜　하만　같은　녀석하고,왜　하만　같은　녀석하고,True,18E518B2590101,True,18F856FA29F99F,1,,,601FDA,……농담이지！？,601FEF,함께　싸워야　하는　거야！,quarantine,unresolved
P4_direct_ext3_text_drift,602041,scenario_602033,unverified,review_translation_and_runtime_by_bundle,あんなヤツらと手を組んでたら,저런 녀석들과 손을 잡고 있으면,こ저런　녀석들과　손을　잡고　있으면　언제,저런　녀석들과　손을　잡고　있으면　언제,,18E51816B101010101010101010101,True,18F5F3F2D4F0567215E0B6F222111C,1,,,602033,……난　싫어！,602051,언제　뒤에서　총을　맞을지　몰라！,quarantine,unresolved
P4_direct_ext3_text_drift,602088,scenario_602077,unverified,review_translation_and_runtime_by_bundle,……あのハマ－ンという人は,……그 하만이라는 사람은,こ……그　하만이라는　사람은　배신을,……그　하만이라는　사람은　배신을,,18E5181A86010101010101,True,18F191F3DAFA29F6645008,1,,,602077,이건　제　사견입니다만……,602094,일삼을　인물로는　보이지　않습니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6020DA,scenario_6020B8,unverified,review_translation_and_runtime_by_bundle,それを差し置いて、,"그것을 제쳐두고,",こ그것을　제쳐두고、　그녀는　우리들의,그것을　제쳐두고、　그녀는　우리들의,,18E5181A5F010101010101,True,18F5B5E2A812E085F27507,1,,,6020CB,그　사람도　적을　안고　있답니다。,6020E6,편을　들어주려는　것입니다。,quarantine,unresolved
P4_direct_ext3_text_drift,6020F6,scenario_6020B8,unverified,review_translation_and_runtime_by_bundle,あの人にはあの人なりの,그 사람에게는 그 사람 나름대로의,こ그　사람에게는　그　사람　나름대로의　이,그　사람에게는　그　사람　나름대로의　이,,18E518374201010101010101,True,18F3DA50F467F3DA5006F22C,1,,,6020E6,편을　들어주려는　것입니다。,602103,이유가　있는　것　같습니다만……,quarantine,unresolved
P2_direct_ext3_exact_text,602186,scenario_60217E,unverified,second_batch_representative_runtime_test,ティタ－ンズのコロニ－・レ－ザ－は,티탄즈의 콜로니 레이저는,こ티탄즈의　콜로니　레이저는,티탄즈의　콜로니　레이저는,True,18E518B26F0101010101,True,18FDC405FA7D2AF91508,1,,,60217E,예。,602191,반드시　막아야　합니다。,quarantine,unresolved
P4_direct_ext3_text_drift,60226E,scenario_602255,unverified,review_translation_and_runtime_by_bundle,女王として手をこまねいて,여왕으로서 팔짱을 끼고,こ여왕으로서　손놓고,여왕으로서　손놓고,,18E5182C3401010101010101,True,18F486F80C721518214DF275,1,,,602264,관여하고　있습니다。,60227B,보고만　있을　수는　없습니다。,quarantine,unresolved
P2_direct_ext3_exact_text,6022B2,scenario_60229B,unverified,second_batch_representative_runtime_test,女王の申し出、,"여왕의 제안,",こ여왕의　제안、,여왕의　제안、,True,18E518B28101010101,True,18F48605E0EF126F07,1,,,6022AB,……알겠습니다。,6022BC,받아들이도록　하겠습니다。,quarantine,unresolved
P2_direct_ext3_exact_text,602343,scenario_602330,unverified,second_batch_representative_runtime_test,さすがに二度目ともなると、,"과연 두 번째가 되고 보니,",こ과연　두　번째가　되고　보니、,과연　두　번째가　되고　보니、,True,18E518B287010101010101,True,18F98CF775F17AF5141307,1,,,602330,……여럿이　고민해도　마찬가지다。,60234F,뼈저리게　느끼는군……,quarantine,unresolved
P2_direct_ext3_exact_text,602388,scenario_602370,unverified,second_batch_representative_runtime_test,……ううん。,……아니.,こ……아니。,……아니。,True,18E518B0B201,True,18F191F7950A,1,,,60237D,충격일　거라　생각하지만……,60238F,나도　충격이었으니까。,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,60239B,scenario_602370,unverified,high_priority_batch_after_anchor_pass,あのセラさんがまるでロボ……,그 세라 씨가 마치 로봇처럼……,こ그　세라　씨가　마치　로봇처럼……,그　세라　씨가　마치　로봇처럼……,True,18E518B28C0101010101010101,True,18F3DAF429F727F6B33C98F191,2,0802,True,60238F,나도　충격이었으니까。,6023AD,……그만해！！,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,6023F2,scenario_6023E7,unverified,high_priority_batch_after_anchor_pass,言いすぎ……だね。,말이 너무 심했……네.,こ말이　너무　심했……네。,말이　너무　심했……네。,True,18E518B290010101010101,True,187A041EE04CF191F54B0A,2,0802,True,6023E7,……미안해。,602402,………………,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,6024FC,scenario_6024DF,unverified,high_priority_batch_after_anchor_pass,ララァが死んだあの日からな。,라라아 가 죽었던 그날부터 말이지.,こ라라아　가　죽었던　그날부터　말이지。,라라아　가　죽었던　그날부터　말이지。,True,18E518B29C010101010101010101,True,18F7F017ADF22EF3DAE06CF67D0A,2,082B,True,6024F0,지금도……　그리고　예전에도。,60250F,………윽！,quarantine,unresolved
P2_direct_ext3_exact_text,602566,scenario_602555,unverified,second_batch_representative_runtime_test,どちらにせよ過去のことだ。,어차피 지나간 일이다.,こ어차피　지나간　일이다。,어차피　지나간　일이다。,True,18E518B2A0010101,True,18FD66F36CF9970A,2,,,602555,더는　말하지　마라、　샤아。,602570,こ네가　말한　대로、,quarantine,unresolved
P2_direct_ext3_exact_text,602570,scenario_602555,unverified,second_batch_representative_runtime_test,オマエが言うように、,"네가 말한 대로,",こ네가　말한　대로、,네가　말한　대로、,True,18E518B2A10101010101,True,18F68F177A14F49E0C07,1,,,602566,こ어차피　지나간　일이다。,60257B,돌아갈　수　없는、　옛날　일이야……。,quarantine,unresolved
P4_direct_ext3_text_drift,602669,scenario_60265C,unverified,review_translation_and_runtime_by_bundle,おかしい……あのあたりに,이상하군…… 그 근처에,こ이상하군……　그　근처에　격납고는,이상하군……　그　근처에　격납고는,,18E5181A8F010101,True,1835F671F191FD8E,1,,,60265C,……건담이라고！？,602672,격납고는　없을　텐데……,quarantine,unresolved
P2_direct_ext3_exact_text,60269F,scenario_602682,unverified,second_batch_representative_runtime_test,では、戦いが終わったら,"그럼, 전투가 끝나면",こ그럼、　전투가　끝나면,그럼、　전투가　끝나면,True,18E518B2AD010101010101,True,18F2610739F25AE010F943,1,,,602691,그건　조사해　둘　필요가　있겠군……,6026AB,그　근처에　사람을　보내　보자。,quarantine,unresolved
P5_non_direct_native_or_other,6026B3,scenario_602682,unverified,do_not_autofix_static_false_positive_possible,ロラン！,로랑！,こ로랑！,로랑！,True,18F6C203,,18F6C203,1,,,6026AB,그　근처에　사람을　보내　보자。,6026B8,그　모빌슈트는　나중에　봐도　된다！！,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,6026C7,scenario_602682,unverified,high_priority_batch_after_anchor_pass,今は戦いに専念してくれ！,지금은 전투에 전념해 다오！,こ지금은　전투에　전념해　다오！,지금은　전투에　전념해　다오！,True,18E518B2B0010101010101,True,18760839F27CF4ABF90603,2,0883,True,6026B8,그　모빌슈트는　나중에　봐도　된다！！,6026D7,네、　옛！！,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,602788,scenario_60276C,unverified,high_priority_batch_after_anchor_pass,ロランは戦闘を継続してくれ！,로랑은 전투를 계속해 다오！,こ로랑은　전투를　계속해　다오！,로랑은　전투를　계속해　다오！,True,18E518B2B601010101010101,True,18F6C208F33715F165F90603,2,0883,True,602777,누군가에게　확인해　보자。,602799,네、　옛！！,quarantine,unresolved
P4_direct_ext3_text_drift,602824,scenario_602811,unverified,review_translation_and_runtime_by_bundle,技術者に調ベさせたが、月光蝶のように,"기술자에게 조사하도록 했으나, 월광접처럼",こ기술진이　조사했지만、　월광접처럼,기술진이　조사했지만、　월광접처럼,,18E51849BD0101010101010101,True,18F7F70CE0C0FC2C07F67CFA17,1,,,602818,그　기체엔　월광접이　없습니다。,602832,위험한　것은　탑재되지　않은　듯합니다。,quarantine,unresolved
